state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	cpi_2012	index
Connecticut	1973	0.21	0.525	55.2	70720000	0.29	109.3	229.59391666666667	44.4
Connecticut	1974	0.21	0.545	53.2	72582000	0.29	112.4	229.59391666666667	49.30833333333334
Connecticut	1975	0.21	0.576	50.4	71458000	0.29	110.2	229.59391666666667	53.81666666666667
Connecticut	1976	0.21	0.584	49.7	73701000	0.29	113.4	229.59391666666667	56.90833333333333
Connecticut	1977	0.21	0.617	47	76803000	0.29	117.3	229.59391666666667	60.608333333333334
Connecticut	1978	0.21	0.644	45	76700000	0.29	117.5	229.59391666666667	65.23333333333333
Connecticut	1979	0.21	0.67	43.3	76544000	0.29	117.4	229.59391666666667	72.575
Connecticut	1980	0.21	0.801	36.2	77161000	0.29	118	229.59391666666667	82.40833333333333
Connecticut	1981	0.21	0.856	33.9	75961000	0.29	116.4	229.59391666666667	90.925
Connecticut	1982	0.21	0.956	30.3	75483000	0.29	114.7	229.59391666666667	96.5
Connecticut	1983	0.21	1.135	37	75564000	0.42	114.1	229.59391666666667	99.6
Connecticut	1984	0.26	1.186	35.4	90454000	0.42	112.5	229.59391666666667	103.88333333333333
Connecticut	1985	0.26	1.185	35.4	90922000	0.42	111	229.59391666666667	107.56666666666666
Connecticut	1986	0.26	1.227	34.2	89483000	0.42	108.5	229.59391666666667	109.60833333333333
Connecticut	1987	0.26	1.297	32.3	90031000	0.42	109	229.59391666666667	113.625
Connecticut	1988	0.26	1.42	29.6	88352000	0.42	104.8	229.59391666666667	118.25833333333333
Connecticut	1989	0.4	1.712	31.4	97623000	0.56	100.6	229.59391666666667	123.96666666666667
Connecticut	1990	0.4	1.695	33	119516086	0.56	91.5	229.59391666666667	130.65833333333333
Connecticut	1991	0.4	1.935	33.6	114506710	0.65	86.7	229.59391666666667	136.19166666666666
Connecticut	1992	0.4	2.023	32.1	120786957	0.65	83.6	229.59391666666667	140.31666666666666
Connecticut	1993	0.45	2.056	34.5	117494262	0.71	79.1	229.59391666666667	144.45833333333334
Connecticut	1994	0.45	2.054	36	119272088	0.74	76.6	229.59391666666667	148.225
Connecticut	1995	0.47	2.063	35.9	129752865	0.74	79.3	229.59391666666667	152.38333333333333
Connecticut	1996	0.5	2.085	35.5	124388937	0.74	76	229.59391666666667	156.85
Connecticut	1997	0.5	2.179	34	123589875	0.74	75.9	229.59391666666667	160.51666666666665
Connecticut	1998	0.5	2.365	31.3	123618156	0.74	75.5	229.59391666666667	163.00833333333333
Connecticut	1999	0.5	3.123	23.7	120025312	0.74	73.4	229.59391666666667	166.575
Connecticut	2000	0.5	3.192	26.3	117215187	0.84	71.4	229.59391666666667	172.2
Connecticut	2001	0.5	3.545	23.7	117001000	0.84	68.7	229.59391666666667	177.06666666666666
Connecticut	2002	1.11	4.318	34.7	151324307	1.5	66.4	229.59391666666667	179.875
Connecticut	2003	1.51	4.684	40.6	251978914	1.9	59.7	229.59391666666667	183.95833333333334
Connecticut	2004	1.51	4.708	40.4	279555397	1.9	53.1	229.59391666666667	188.88333333333333
Connecticut	2005	1.51	4.733	40.1	270187452	1.9	49.9	229.59391666666667	195.29166666666666
Connecticut	2006	1.51	4.67	40.7	269670000	1.9	50.9	229.59391666666667	201.59166666666667
Connecticut	2007	1.51	5.358	44.6	264019838	2.39	50.5	229.59391666666667	207.34241666666668
Connecticut	2008	2	5.584	51.8	331970817	2.89	47.4	229.59391666666667	215.3025
Connecticut	2009	2	7.474	53.7	321568623	4.01	45.9	229.59391666666667	214.537
Connecticut	2010	3	7.548	53.1	382087683	4.01	40.8	229.59391666666667	218.0555
Connecticut	2011	3	8.005	55.1	389770000	4.41	36.3	229.59391666666667	224.93916666666667
Connecticut	2012	3.4	8.329	52.9	410490194	4.41	33.5	229.59391666666667	229.59391666666667
Connecticut	2013	3.4	8.214	53.7	382919319	4.41	31.4	229.59391666666667	232.95708333333334
Connecticut	2014	3.4	8.211	53.7	367577400	4.41	30.1	229.59391666666667	236.73616666666666
Connecticut	2015	3.4	8.6	54.2	350286669	4.66	28.6	229.59391666666667	237.017
Connecticut	2016	3.65	8.892	55.2	364451380	4.91	28.3	229.59391666666667	240.00716666666668
Connecticut	2017	3.9	9.254	53.1	369918221	4.91	26.5	229.59391666666667	245.11958333333334
Connecticut	2018	4.35	9.753	55	355589691	5.36	23.8	229.59391666666667	251.10683333333333
Connecticut	2019	4.35	10.043	53.4	343079595	5.36	21.9	229.59391666666667	255.65741666666668
Delaware	1970	0.11	0.413	46	9328000	0.19	155	229.59391666666667	38.825
Delaware	1971	0.11	0.447	49.2	9805000	0.22	161.1	229.59391666666667	40.49166666666667
Delaware	1972	0.14	0.44	50	11983000	0.22	156.3	229.59391666666667	41.81666666666666
Delaware	1973	0.14	0.442	49.8	12236000	0.22	154.7	229.59391666666667	44.4
Delaware	1974	0.14	0.459	47.9	12206000	0.22	151.3	229.59391666666667	49.30833333333334
Delaware	1975	0.14	0.501	43.9	11847000	0.22	147.6	229.59391666666667	53.81666666666667
Delaware	1976	0.14	0.517	42.6	12409000	0.22	153	229.59391666666667	56.90833333333333
Delaware	1977	0.14	0.587	37.5	12493000	0.22	153.3	229.59391666666667	60.608333333333334
Delaware	1978	0.14	0.6	36.7	12672000	0.22	155.5	229.59391666666667	65.23333333333333
Delaware	1979	0.14	0.627	35.1	12260000	0.22	150.2	229.59391666666667	72.575
Delaware	1980	0.14	0.66	33.3	12261000	0.22	150.5	229.59391666666667	82.40833333333333
Delaware	1981	0.14	0.741	29.7	12714000	0.22	152.6	229.59391666666667	90.925
Delaware	1982	0.14	0.82	26.8	12904000	0.22	154.1	229.59391666666667	96.5
Delaware	1983	0.14	0.911	32.9	12605000	0.3	149.6	229.59391666666667	99.6
Delaware	1984	0.14	0.987	30.4	12278000	0.3	144	229.59391666666667	103.88333333333333
Delaware	1985	0.14	1.052	28.5	12518000	0.3	144.5	229.59391666666667	107.56666666666666
Delaware	1986	0.14	1.114	26.9	12569000	0.3	142.4	229.59391666666667	109.60833333333333
Delaware	1987	0.14	1.193	25.2	12441583	0.3	141	229.59391666666667	113.625
Delaware	1988	0.14	1.24	24.2	12472294	0.3	137.1	229.59391666666667	118.25833333333333
Delaware	1989	0.14	1.4	21.4	12115228	0.3	131.7	229.59391666666667	123.96666666666667
Delaware	1990	0.14	1.432	24.4	11701261	0.35	127.2	229.59391666666667	130.65833333333333
Delaware	1991	0.14	1.747	25.1	17463430	0.44	118.8	229.59391666666667	136.19166666666666
Delaware	1992	0.24	1.879	23.4	19489890	0.44	120	229.59391666666667	140.31666666666666
Delaware	1993	0.24	1.525	31.5	20003796	0.48	123.8	229.59391666666667	144.45833333333334
Delaware	1994	0.24	1.607	29.9	20705148	0.48	126.1	229.59391666666667	148.225
Delaware	1995	0.24	1.691	28.4	21475896	0.48	127.2	229.59391666666667	152.38333333333333
Delaware	1996	0.24	1.719	27.9	21924220	0.48	128.3	229.59391666666667	156.85
Delaware	1997	0.24	1.792	26.8	21609756	0.48	124.1	229.59391666666667	160.51666666666665
Delaware	1998	0.24	1.983	24.2	23095680	0.48	132.8	229.59391666666667	163.00833333333333
Delaware	1999	0.24	2.762	17.4	24551400	0.48	139.5	229.59391666666667	166.575
Delaware	2000	0.24	2.887	20.1	25956720	0.58	140.7	229.59391666666667	172.2
Delaware	2001	0.24	3.171	18.3	26588160	0.58	141.4	229.59391666666667	177.06666666666666
Delaware	2002	0.24	3.23	19.5	27218880	0.63	142.4	229.59391666666667	179.875
Delaware	2003	0.24	3.532	26.6	35223120	0.94	184.2	229.59391666666667	183.95833333333334
Delaware	2004	0.55	3.411	27.6	72607229	0.94	176	229.59391666666667	188.88333333333333
Delaware	2005	0.55	3.484	27	82412306	0.94	178.8	229.59391666666667	195.29166666666666
Delaware	2006	0.55	3.56	26.4	86091401	0.94	183.6	229.59391666666667	201.59166666666667
Delaware	2007	0.55	4.239	36.3	88005886	1.54	185.2	229.59391666666667	207.34241666666668
Delaware	2008	1.15	4.215	36.5	118708899	1.54	133.3	229.59391666666667	215.3025
Delaware	2009	1.15	5.351	48.8	125387267	2.61	122.8	229.59391666666667	214.537
Delaware	2010	1.6	5.577	46.8	128799000	2.61	95	229.59391666666667	218.0555
Delaware	2011	1.6	5.621	46.4	125650238	2.61	87.6	229.59391666666667	224.93916666666667
Delaware	2012	1.6	5.833	44.7	122961514	2.61	84.9	229.59391666666667	229.59391666666667
Delaware	2013	1.6	5.8	45	112948060	2.61	77.1	229.59391666666667	232.95708333333334
Delaware	2014	1.6	5.818	44.9	105258270	2.61	71.2	229.59391666666667	236.73616666666666
Delaware	2015	1.6	5.86	44.5	104697728	2.61	70.1	229.59391666666667	237.017
Delaware	2016	1.6	5.993	43.6	102862770	2.61	68.1	229.59391666666667	240.00716666666668
Delaware	2017	1.6	6.618	47	110384640	3.11	72.6	229.59391666666667	245.11958333333334
Delaware	2018	2.1	6.846	45.4	122111640	3.11	64.2	229.59391666666667	251.10683333333333
Delaware	2019	2.1	7.091	43.9	113012160	3.11	56.9	229.59391666666667	255.65741666666668
District of Columbia	1970	0.04	0.326	36.8	5801000	0.12	200.4	229.59391666666667	38.825
District of Columbia	1971	0.04	0.337	35.6	6416000	0.12	213	229.59391666666667	40.49166666666667
District of Columbia	1972	0.04	0.345	34.8	6532000	0.12	220.6	229.59391666666667	41.81666666666666
District of Columbia	1973	0.06	0.36	38.9	8022000	0.14	209.4	229.59391666666667	44.4
District of Columbia	1974	0.06	0.394	35.5	8165000	0.14	182.7	229.59391666666667	49.30833333333334
District of Columbia	1975	0.06	0.478	29.3	7640000	0.14	176.5	229.59391666666667	53.81666666666667
District of Columbia	1976	0.1	0.519	40.5	10137000	0.21	167.7	229.59391666666667	56.90833333333333
District of Columbia	1977	0.13	0.598	35.1	12669000	0.21	136.7	229.59391666666667	60.608333333333334
District of Columbia	1978	0.13	0.593	35.4	11640000	0.21	130.3	229.59391666666667	65.23333333333333
District of Columbia	1979	0.13	0.656	32	11201000	0.21	128.5	229.59391666666667	72.575
District of Columbia	1980	0.13	0.69	30.4	11007000	0.21	129.7	229.59391666666667	82.40833333333333
District of Columbia	1981	0.13	0.748	28.1	10873000	0.21	131.9	229.59391666666667	90.925
District of Columbia	1982	0.13	0.863	24.3	10782000	0.21	132	229.59391666666667	96.5
District of Columbia	1983	0.13	0.985	29.4	10260000	0.29	124.5	229.59391666666667	99.6
District of Columbia	1984	0.13	1.004	28.9	9987000	0.29	124.6	229.59391666666667	103.88333333333333
District of Columbia	1985	0.13	1.093	26.5	9874000	0.29	122.1	229.59391666666667	107.56666666666666
District of Columbia	1986	0.13	1.125	25.8	9500000	0.29	117.2	229.59391666666667	109.60833333333333
District of Columbia	1987	0.17	1.19	27.7	9595000	0.33	113	229.59391666666667	113.625
District of Columbia	1988	0.17	1.359	24.3	10930000	0.33	105.4	229.59391666666667	118.25833333333333
District of Columbia	1989	0.17	1.457	22.6	10717000	0.33	101.1	229.59391666666667	123.96666666666667
District of Columbia	1990	0.17	1.433	23	8916000	0.33	84.1	229.59391666666667	130.65833333333333
District of Columbia	1991	0.17	1.874	26.7	8439000	0.5	82.2	229.59391666666667	136.19166666666666
District of Columbia	1992	0.17	2.121	33	14272000	0.7	82.6	229.59391666666667	140.31666666666666
District of Columbia	1993	0.5	2.131	41.8	20611000	0.89	68	229.59391666666667	144.45833333333334
District of Columbia	1994	0.5	2.219	40.1	21412000	0.89	54.1	229.59391666666667	148.225
District of Columbia	1995	0.65	2.332	38.2	21623000	0.89	57.9	229.59391666666667	152.38333333333333
District of Columbia	1996	0.65	2.304	38.6	20596000	0.89	56	229.59391666666667	156.85
District of Columbia	1997	0.65	2.365	37.6	19199000	0.89	54.3	229.59391666666667	160.51666666666665
District of Columbia	1998	0.65	2.533	35.1	17952000	0.89	50.9	229.59391666666667	163.00833333333333
District of Columbia	1999	0.65	3.24	27.5	17420000	0.89	50.8	229.59391666666667	166.575
District of Columbia	2000	0.65	3.554	27.9	17050000	0.99	50.2	229.59391666666667	172.2
District of Columbia	2001	0.65	3.714	26.7	16329000	0.99	43.9	229.59391666666667	177.06666666666666
District of Columbia	2002	0.65	3.811	27.3	16465000	1.04	44.4	229.59391666666667	179.875
District of Columbia	2003	1	4.104	33.9	20488000	1.39	45.6	229.59391666666667	183.95833333333334
District of Columbia	2004	1	4.197	33.1	21633000	1.39	38.4	229.59391666666667	188.88333333333333
District of Columbia	2005	1	4.256	32.7	20674000	1.39	37.3	229.59391666666667	195.29166666666666
District of Columbia	2006	1	4.235	32.8	23219000	1.39	42.2	229.59391666666667	201.59166666666667
District of Columbia	2007	1	4.3	32.3	22167000	1.39	38.1	229.59391666666667	207.34241666666668
District of Columbia	2008	1	5.096	46.9	22865000	2.39	38.1	229.59391666666667	215.3025
District of Columbia	2009	2	6.688	52.5	33245000	3.51	33.4	229.59391666666667	214.537
District of Columbia	2010	2.5	7.13	49.2	32258549	3.51	23.1	229.59391666666667	218.0555
District of Columbia	2011	2.5	7.113	54.4	36360219	3.87	24.2	229.59391666666667	224.93916666666667
District of Columbia	2012	2.86	7.366	52.5	34148060	3.87	20	229.59391666666667	229.59391666666667
District of Columbia	2013	2.86	7.39	52.4	34304210	3.87	18.6	229.59391666666667	232.95708333333334
District of Columbia	2014	2.86	7.312	52.9	30467365	3.87	16.2	229.59391666666667	236.73616666666666
District of Columbia	2015	2.9	7.509	52.1	30616929	3.91	15.8	229.59391666666667	237.017
District of Columbia	2016	2.91	7.704	51	29405456	3.93	14.8	229.59391666666667	240.00716666666668
District of Columbia	2017	2.92	7.936	49.8	26237239	3.95	13.2	229.59391666666667	245.11958333333334
District of Columbia	2018	2.94	9.863	60.3	26287476	5.95	12.9	229.59391666666667	251.10683333333333
District of Columbia	2019	4.94	10.418	57.1	27419844	5.95	9.1	229.59391666666667	255.65741666666668
Florida	1970	0.15	0.438	52.5	117819000	0.23	123.6	229.59391666666667	38.825
Florida	1971	0.15	0.468	53.4	126319000	0.25	123	229.59391666666667	40.49166666666667
Florida	1972	0.17	0.474	52.7	151859000	0.25	126	229.59391666666667	41.81666666666666
Florida	1973	0.17	0.481	52	163632000	0.25	132.6	229.59391666666667	44.4
Florida	1974	0.17	0.517	48.4	177469000	0.25	136	229.59391666666667	49.30833333333334
Florida	1975	0.17	0.559	44.7	181452000	0.25	131.9	229.59391666666667	53.81666666666667
Florida	1976	0.17	0.559	44.7	185059000	0.25	130.3	229.59391666666667	56.90833333333333
Florida	1977	0.17	0.663	43.7	190607000	0.29	133.1	229.59391666666667	60.608333333333334
Florida	1978	0.21	0.665	43.6	236587000	0.29	133.4	229.59391666666667	65.23333333333333
Florida	1979	0.21	0.698	41.6	244444000	0.29	135.4	229.59391666666667	72.575
Florida	1980	0.21	0.728	39.8	258648000	0.29	139	229.59391666666667	82.40833333333333
Florida	1981	0.21	0.79	36.7	271618000	0.29	132.8	229.59391666666667	90.925
Florida	1982	0.21	0.905	32	281771000	0.29	131.8	229.59391666666667	96.5
Florida	1983	0.21	0.993	37.3	278995000	0.37	127.6	229.59391666666667	99.6
Florida	1984	0.21	1.042	35.5	283263000	0.37	124.7	229.59391666666667	103.88333333333333
Florida	1985	0.21	1.138	32.5	291172000	0.37	124.2	229.59391666666667	107.56666666666666
Florida	1986	0.21	1.208	33.1	295577556	0.4	124.7	229.59391666666667	109.60833333333333
Florida	1987	0.24	1.305	30.5	351727705	0.4	125.1	229.59391666666667	113.625
Florida	1988	0.24	1.398	28.6	350159584	0.4	119.5	229.59391666666667	118.25833333333333
Florida	1989	0.24	1.501	26.5	341991205	0.4	113.8	229.59391666666667	123.96666666666667
Florida	1990	0.24	1.748	28.5	330390606	0.499	110.1	229.59391666666667	130.65833333333333
Florida	1991	0.24	1.87	28.8	443173112	0.539	98.2	229.59391666666667	136.19166666666666
Florida	1992	0.339	1.937	27.8	430165803	0.539	95.9	229.59391666666667	140.31666666666666
Florida	1993	0.339	1.716	33.7	427857405	0.579	96.8	229.59391666666667	144.45833333333334
Florida	1994	0.339	1.733	33.4	428232716	0.579	93.6	229.59391666666667	148.225
Florida	1995	0.339	1.798	32.2	447593128	0.579	95.4	229.59391666666667	152.38333333333333
Florida	1996	0.339	1.827	31.7	439057697	0.579	91.8	229.59391666666667	156.85
Florida	1997	0.339	1.918	30.2	454116714	0.579	93	229.59391666666667	160.51666666666665
Florida	1998	0.339	2.156	26.9	447713978	0.579	91.7	229.59391666666667	163.00833333333333
Florida	1999	0.339	2.863	20.2	438240758	0.579	88.2	229.59391666666667	166.575
Florida	2000	0.339	3.023	22.5	426268878	0.679	82.5	229.59391666666667	172.2
Florida	2001	0.339	3.324	20.4	425732302	0.679	78.6	229.59391666666667	177.06666666666666
Florida	2002	0.339	3.391	21.5	432429797	0.729	77.9	229.59391666666667	179.875
Florida	2003	0.339	3.312	22	426546465	0.729	76.7	229.59391666666667	183.95833333333334
Florida	2004	0.339	3.247	22.5	427985959	0.729	74.2	229.59391666666667	188.88333333333333
Florida	2005	0.339	3.433	21.2	443845242	0.729	75.3	229.59391666666667	195.29166666666666
Florida	2006	0.339	3.435	21.2	432823038	0.729	71.9	229.59391666666667	201.59166666666667
Florida	2007	0.339	3.606	20.2	428877036	0.729	69.9	229.59391666666667	207.34241666666668
Florida	2008	0.339	3.566	20.4	410912748	0.729	67.9	229.59391666666667	215.3025
Florida	2009	0.339	5.475	42.9	426710826	2.349	70.6	229.59391666666667	214.537
Florida	2010	1.339	5.527	42.5	1242236429	2.349	50	229.59391666666667	218.0555
Florida	2011	1.339	5.519	42.6	1250816674	2.349	49.7	229.59391666666667	224.93916666666667
Florida	2012	1.339	5.549	42.3	1171575000	2.349	45.9	229.59391666666667	229.59391666666667
Florida	2013	1.339	5.572	42.2	1146480000	2.349	44.3	229.59391666666667	232.95708333333334
Florida	2014	1.339	5.548	42.3	1109443220	2.349	42.4	229.59391666666667	236.73616666666666
Florida	2015	1.339	5.744	40.9	1116457891	2.349	41.9	229.59391666666667	237.017
Florida	2016	1.339	5.789	40.6	1127472852	2.349	41.5	229.59391666666667	240.00716666666668
Florida	2017	1.339	6.006	39.1	1120838366	2.349	40.6	229.59391666666667	245.11958333333334
Florida	2018	1.339	6.13	38.3	1079117307	2.349	38.4	229.59391666666667	251.10683333333333
Florida	2019	1.339	6.262	37.5	1033636106	2.349	36.2	229.59391666666667	255.65741666666668
Georgia	1970	0.08	0.358	44.7	40789310	0.16	109.9	229.59391666666667	38.825
Georgia	1971	0.12	0.409	48.9	49778215	0.2	115.7	229.59391666666667	40.49166666666667
Georgia	1972	0.12	0.424	47.2	65455470	0.2	117	229.59391666666667	41.81666666666666
Georgia	1973	0.12	0.424	47.2	67860659	0.2	119.8	229.59391666666667	44.4
Georgia	1974	0.12	0.445	44.9	71030901	0.2	123.7	229.59391666666667	49.30833333333334
Georgia	1975	0.12	0.479	41.8	72017668	0.2	122.9	229.59391666666667	53.81666666666667
Georgia	1976	0.12	0.495	40.4	74434653	0.2	125.9	229.59391666666667	56.90833333333333
Georgia	1977	0.12	0.547	36.6	75841237	0.2	127.9	229.59391666666667	60.608333333333334
Georgia	1978	0.12	0.566	35.3	78514059	0.2	130.6	229.59391666666667	65.23333333333333
Georgia	1979	0.12	0.593	33.7	79159343	0.2	131	229.59391666666667	72.575
Georgia	1980	0.12	0.626	31.9	81529217	0.2	134	229.59391666666667	82.40833333333333
Georgia	1981	0.12	0.678	29.5	85549591	0.2	131.7	229.59391666666667	90.925
Georgia	1982	0.12	0.789	25.3	86890317	0.2	131.2	229.59391666666667	96.5
Georgia	1983	0.12	0.868	32.3	86120722	0.28	128.6	229.59391666666667	99.6
Georgia	1984	0.12	0.907	30.9	86489648	0.28	126.3	229.59391666666667	103.88333333333333
Georgia	1985	0.12	1.001	28	90152759	0.28	128.8	229.59391666666667	107.56666666666666
Georgia	1986	0.12	1.039	27	91320117	0.28	129	229.59391666666667	109.60833333333333
Georgia	1987	0.12	1.092	25.7	91904935	0.28	129.3	229.59391666666667	113.625
Georgia	1988	0.12	1.224	22.9	92494239	0.28	124.1	229.59391666666667	118.25833333333333
Georgia	1989	0.12	1.323	21.1	89778112	0.28	117.1	229.59391666666667	123.96666666666667
Georgia	1990	0.12	1.382	20.3	86697410	0.28	113.8	229.59391666666667	130.65833333333333
Georgia	1991	0.12	1.595	20.1	85503524	0.32	109.6	229.59391666666667	136.19166666666666
Georgia	1992	0.12	1.672	19.1	85101224	0.32	109.2	229.59391666666667	140.31666666666666
Georgia	1993	0.12	1.478	24.4	86596441	0.36	109.2	229.59391666666667	144.45833333333334
Georgia	1994	0.12	1.538	23.4	86833821	0.36	107.8	229.59391666666667	148.225
Georgia	1995	0.12	1.561	23.1	82956521	0.36	100.3	229.59391666666667	152.38333333333333
Georgia	1996	0.12	1.589	22.7	87807683	0.36	102.7	229.59391666666667	156.85
Georgia	1997	0.12	1.687	21.3	88830820	0.36	100.6	229.59391666666667	160.51666666666665
Georgia	1998	0.12	1.88	19.1	88635996	0.36	100.5	229.59391666666667	163.00833333333333
Georgia	1999	0.12	2.574	14	87120120	0.36	97.1	229.59391666666667	166.575
Georgia	2000	0.12	2.878	16	84389385	0.46	88.1	229.59391666666667	172.2
Georgia	2001	0.12	3.069	15	83450171	0.46	85.9	229.59391666666667	177.06666666666666
Georgia	2002	0.12	3.156	16.2	79538401	0.51	79.5	229.59391666666667	179.875
